pckg, tiempo_envio [ns], tiempo_recibido [ns], terminal_envio, terminal_recibido, latencia [ns], profunidad, drivers
06449234,36135,42585,1,6,6450,6,11
0225a776,135005,135385,6,2,380,6,11
0428f1f2,135005,135745,2,4,740,6,11
042ae3fa,135005,136105,10,4,1100,6,11
03599fa4,135005,136465,4,3,1460,6,11
040f3786,135005,137185,6,4,2180,6,11
07502bc7,135005,137545,7,7,2540,6,11
05c603b1,135005,137905,1,5,2900,6,11
02307628,135005,138265,8,2,3260,6,11
024569f7,135005,138625,7,2,3620,6,11
0aec0d74,135005,138985,4,10,3980,6,11
035816d5,135005,139345,5,3,4340,6,11
02a595b4,135005,139705,4,2,4700,6,11
06a0c8e9,135005,140065,9,6,5060,6,11
049a82f2,135005,140425,2,4,5420,6,11
014b3411,135005,140785,1,1,5780,6,11
0abf9c63,135005,141145,3,10,6140,6,11
08241859,135005,141505,9,8,6500,6,11
02da9f81,135005,142225,1,2,7220,6,11
08e3249a,135005,142585,10,8,7580,6,11
0accec25,135005,142945,5,10,7940,6,11
0190d448,337045,337515,8,1,470,6,11
04b36cb9,337225,337875,9,4,650,6,11
018db5a5,337295,339015,5,1,1720,6,11
0836cda2,438235,438625,2,8,390,6,11
0ae94df4,438405,438995,4,10,590,6,11
04fb6655,438285,439355,5,4,1070,6,11
04ae2b52,438345,439845,2,4,1500,6,11
096adab2,539315,539715,2,9,400,6,11
0753524f,1075,1615,15,7,540,4,16
024d609f,12165,12625,15,2,460,4,16
0295e818,12095,12995,1,2,900,4,16
07056631,23105,23665,1,7,560,4,16
0f97b0da,34075,34465,7,15,390,4,16
053f176b,34395,34825,8,5,430,4,16
0ddcd3d4,34435,35185,9,13,750,4,16
03df78ce,34515,35545,10,3,1030,4,16
013d2aa8,34745,35905,11,1,1160,4,16
0ade9f97,34555,36265,12,10,1710,4,16
05f998dd,34115,36625,13,5,2510,4,16
007cd0d5,34335,36985,14,0,2650,4,16
0b752121,34205,37345,15,11,3140,4,16
0907ae8a,35045,37705,0,9,2660,4,16
0e9650a5,36185,38065,1,14,1880,4,16
06784c5e,34675,38425,2,6,3750,4,16
08272778,34835,38785,3,8,3950,4,16
0d28465c,34125,39145,4,13,5020,4,16
09724c64,34605,39505,5,9,4900,4,16
09c380da,35755,39865,6,9,4110,4,16
0114c3c3,36245,40225,7,1,3980,4,16
0f457edf,34465,40585,8,15,6120,4,16
03069f2d,34995,40945,9,3,5950,4,16
07e28bde,35265,41305,10,7,6040,4,16
02421203,35485,41665,11,2,6180,4,16
0d72665f,35315,42025,12,13,6710,4,16
017d653f,35835,42385,13,1,6550,4,16
01e618a0,36345,42745,14,1,6400,4,16
09513ae9,36825,43115,0,9,6290,4,16
0279a0b5,36955,43845,3,2,6890,4,16
09ccc9dc,35605,44205,4,9,8600,4,16
062554f6,37105,44565,5,6,7460,4,16
0fa1289e,36585,44935,7,15,8350,4,16
0b8bdf2e,36275,45295,8,11,9020,4,16
03b2280d,35405,45655,9,3,10250,4,16
0e449237,36125,46015,10,14,9890,4,16
090f378a,36495,46375,11,9,9880,4,16
0d72665f,35315,46735,12,13,11420,4,16
017d653f,35835,47095,13,1,11260,4,16
0ae37899,135005,135385,9,10,380,4,16
0c7fc519,135005,135745,9,12,740,4,16
007edc8e,135005,136105,14,0,1100,4,16
085007ec,135005,136465,12,8,1460,4,16
0bbf6d33,135005,136825,3,11,1820,4,16
0fb4b49c,135005,137185,12,15,2180,4,16
0af38863,135005,137545,3,10,2540,4,16
05dbc26c,135005,137905,12,5,2900,4,16
0c292b39,135005,138265,9,12,3260,4,16
01b36cb9,135005,138625,9,1,3620,4,16
042e2ed2,135005,138985,2,4,3980,4,16
09e94df8,135005,139345,8,9,4340,4,16
0d90b2a3,135005,139705,3,13,4700,4,16
08a4b15c,135005,140065,12,8,5060,4,16
00d60b7a,135005,140785,10,0,5780,4,16
0aebc9a7,337025,337495,7,10,470,4,16
02f72fd3,337125,338065,3,2,940,4,16
0feed56b,539205,539785,11,15,580,4,16
0c9e94ee,539215,540175,14,12,960,4,16
0c53524a,1025,1455,10,12,430,10,15
034d6094,12055,12485,11,3,430,10,15
03f998d9,12235,12915,1,3,680,10,15
0305663c,12075,13305,4,3,1230,10,15
0395e811,12045,13665,5,3,1620,10,15
0375212b,12355,14035,7,3,1680,10,15
03284656,12325,14605,4,3,2280,10,15
033e301d,12435,14965,5,3,2530,10,15
047cd0d2,23085,23605,2,4,520,10,15
07df78c2,23365,24235,2,7,870,10,15
0dde9f9b,34045,34465,10,13,420,10,15
052d612a,34225,34825,11,5,600,10,15
05069f21,34405,35545,13,5,1140,10,15
043d2aa4,34085,35905,14,4,1820,10,15
01724c69,34055,36265,0,1,2210,10,15
09cdb8fd,34325,36625,1,9,2300,10,15
0e572cfb,35695,36985,2,14,1290,10,15
01a4ec54,34585,37345,3,1,2760,10,15
0163eae0,35545,37705,4,1,2160,10,15
0bb2280b,34905,38065,5,11,3160,10,15
043870a9,34885,38425,6,4,3540,10,15
01ff7e56,34125,38785,7,1,4660,10,15
01784c52,34075,39145,8,1,5070,10,15
0c449233,35765,39505,9,12,3740,10,15
0e42120c,34995,39875,11,14,4880,10,15
079650ad,35805,40235,12,7,4430,10,15
0eccc9dc,35105,40595,13,14,5490,10,15
0374a025,35525,40955,14,3,5430,10,15
088bdf25,35955,41315,0,8,5360,10,15
02a12895,36255,41675,1,2,5420,10,15
012554f4,36795,42045,3,1,5250,10,15
0a4b3419,36085,42405,4,10,6320,10,15
08241855,36755,42765,5,8,6010,10,15
0cfdd2a9,36655,43135,7,12,6480,10,15
0a502bc1,36565,43495,8,10,6930,10,15
047be713,36705,44245,12,4,7540,10,15
0efe91d9,35645,44605,13,14,8960,10,15
0d513ae5,36495,44975,0,13,8480,10,15
0c1ff448,135005,135385,8,12,380,10,15
029e94e2,135005,135745,2,2,740,10,15
057ca590,135005,136105,0,5,1100,10,15
0e49b043,135005,136465,3,14,1460,10,15
0e1451c6,135005,136825,6,14,1820,10,15
03199bab,135005,137185,11,3,2180,10,15
0761ab67,135005,137545,7,7,2540,10,15
08cee610,135005,137905,0,8,2900,10,15
0d1b498d,135005,138265,13,13,3260,10,15
086333ae,135005,138625,14,8,3620,10,15
05d60b75,135005,138985,5,5,3980,10,15
0ad7f0ca,135005,139345,10,10,4340,10,15
0cbf6d36,135005,139705,6,12,4700,10,15
03ff29ce,135005,140065,14,3,5060,10,15
0cb36cbb,135005,140425,11,12,5420,10,15
0c102c30,135005,140785,0,12,5780,10,15
0165d93b,135005,141145,11,1,6140,10,15
0237195e,135005,141505,14,2,6500,10,15
0dc9c2e0,135005,141865,0,13,6860,10,15
065c4702,135005,142225,2,6,7220,10,15
0e921c0e,135005,142585,14,14,7580,10,15
07d2b792,135005,142945,2,7,7940,10,15
0e175c17,135005,143305,7,14,8300,10,15
07a8ca1a,135005,143665,10,7,8660,10,15
019a18fd,135005,144025,13,1,9020,10,15
007fc513,135005,144385,3,0,9380,10,15
049e739b,135005,144745,11,4,9740,10,15
07f38861,135005,145105,1,7,10100,10,15
0d90d445,135005,145465,5,13,10460,10,15
06e94dfc,135005,145825,12,6,10820,10,15
0d5f48d7,337085,337495,7,13,410,10,15
07fa879b,337235,337905,11,7,670,10,15
015ff9ee,337125,338295,14,1,1170,10,15
09de6382,337165,338685,2,9,1520,10,15
06345cab,337335,339195,11,6,1860,10,15
0df4113c,438045,438635,12,13,590,10,15
05b3b7f7,539295,539815,7,5,520,10,15
0a39086c,539325,540245,12,10,920,10,15
0c95e81b,12065,12505,1,12,440,3,14
044d6098,23065,23645,8,4,580,3,14
0197b0d8,23155,24255,8,1,1100,3,14
08f998db,34025,34485,0,8,460,3,14
08457ed4,34395,35245,5,8,850,3,14
093d2aa9,34805,35605,6,9,800,3,14
033f1768,34255,35965,7,3,1710,3,14
06726657,35395,36325,8,6,930,3,14
02dcd3db,34335,36685,9,2,2350,3,14
07272776,34875,37045,10,7,2170,3,14
0175212c,34075,37405,11,1,3330,3,14
087cd0d2,34175,37765,12,8,3590,3,14
063e3015,34155,38125,13,6,3970,3,14
0bf62632,35445,38485,0,11,3040,3,14
0db2280a,35585,38845,1,13,3260,3,14
0807ae87,35065,39205,2,8,4140,3,14
01724c6c,34665,39565,3,1,4900,3,14
01784c50,34705,39935,5,1,5230,3,14
073870a8,35525,40295,6,7,4770,3,14
02de9f98,34565,40655,7,2,6090,3,14
082d6125,34895,41025,9,8,6130,3,14
05069f24,34985,41385,10,5,6400,3,14
02421204,35605,41755,12,2,6150,3,14
08845aaa,35655,42115,13,8,6460,3,14
0de28bd5,35345,42525,3,13,7180,3,14
03ccc9d1,35675,42895,5,3,7220,3,14
086333a5,135005,135745,5,8,740,3,14
0999bf14,135005,136105,4,9,1100,3,14
0d5fb4c5,135005,136465,5,13,1460,3,14
04da9f8a,135005,136825,10,4,1820,3,14
093b8135,135005,137185,5,9,2180,3,14
0afdd6bd,135005,137545,13,10,2540,3,14
0163eae3,135005,137905,3,1,2900,3,14
00449236,135005,138265,6,0,3260,3,14
0014c3cb,135005,138625,11,0,3620,3,14
03a12893,135005,139345,3,3,4340,3,14
0cbf9c67,135005,139705,7,12,4700,3,14
09fdd2a2,135005,140065,2,9,5060,3,14
0be3789c,337045,337935,12,11,890,3,14
00bc05b1,337025,338325,1,0,1300,3,14
04ec0d77,438105,438515,7,4,410,3,14
0833ed0c,438025,438945,12,8,920,3,14
0112f96c,539135,539735,12,1,600,3,14
02535241,1005,1395,1,2,390,3,3
0195e812,12045,12445,0,1,400,3,3
014d6091,12115,12815,2,1,700,3,3
01056630,12205,13175,0,1,970,3,3
0097b0d1,23045,23465,1,0,420,3,3
00284651,34085,34485,2,0,400,3,3
003e3012,34155,35205,1,0,1050,3,3
00dcd3d1,34335,35565,2,0,1230,3,3
02de9f92,34485,35925,0,2,1440,3,3
02457ed2,34435,36285,1,2,1850,3,3
00dcd3d1,34335,36645,2,0,2310,3,3
02de9f92,34485,37005,0,2,2520,3,3
02457ed2,34435,37365,1,2,2930,3,3
00dcd3d1,34335,37725,2,0,3390,3,3
02de9f92,34485,38085,0,2,3600,3,3
02457ed2,34435,38445,1,2,4010,3,3
0050deb2,135005,135745,2,0,740,3,3
00513ae1,135005,136105,1,0,1100,3,3
00241851,337025,337435,1,0,410,3,3
022554f1,337075,337825,1,2,750,3,3
013327e0,539145,539565,0,1,420,3,3
05535248,1075,1555,8,5,480,15,13
0795e814,12045,12525,6,7,480,15,13
0797b0d3,12215,13275,10,7,1060,15,13
07f998d4,12245,13645,12,7,1400,15,13
07752129,12355,14055,3,7,1700,15,13
0728465b,12325,14525,10,7,2200,15,13
063e301a,23045,23605,10,6,560,15,13
077cd0d7,34065,34465,3,7,400,15,13
003f1763,34155,34895,8,0,740,15,13
03de9f92,34425,35265,10,3,840,15,13
00b582d2,35115,35625,11,0,510,15,13
0acdb8f6,34825,35985,12,10,1160,15,13
07457edc,34265,36345,0,7,2080,15,13
0bdcd3d7,34245,36705,1,11,2460,15,13
0cdf78c4,34325,37065,2,12,2740,15,13
00784c5a,34575,37455,5,0,2880,15,13
082d6128,34775,37815,6,8,3040,15,13
01724c65,34525,38175,7,1,3650,15,13
0207ae86,35015,38535,8,2,3520,15,13
048495c4,35085,38895,9,4,3810,15,13
0be28bd3,35105,39255,10,11,4150,15,13
01ff7e56,34685,39645,0,1,4960,15,13
0c726650,35155,40005,1,12,4850,15,13
06a4ec5a,35075,40415,5,6,5340,15,13
013870ab,35275,40775,6,1,5500,15,13
01069f2b,34895,41135,7,1,6240,15,13
06f6263a,35175,41505,9,6,6330,15,13
07b80a82,135005,135385,2,7,380,15,13
07421205,135005,135745,5,7,740,15,13
0030aca1,135005,136105,1,0,1100,15,13
017be712,135005,136465,2,1,1460,15,13
044569f1,135005,136825,1,4,1820,15,13
085007e8,135005,137185,8,8,2180,15,13
02599fa0,135005,137545,0,2,2540,15,13
05fb665b,135005,137905,11,5,2900,15,13
047a6fdb,135005,138985,11,4,3980,15,13
03761375,135005,139345,5,3,4340,15,13
06409177,135005,139705,7,6,4700,15,13
00345ca0,135005,140065,0,0,5060,15,13
05449231,135005,140425,1,5,5420,15,13
08fdd2ac,135005,140785,12,8,5780,15,13
01da9f85,135005,141145,5,1,6140,15,13
072ed3d1,135005,141505,1,7,6500,15,13
07a0c8ea,135005,141865,10,7,6860,15,13
012e2ed4,135005,142225,4,1,7220,15,13
02eed565,135005,142585,5,2,7580,15,13
094266d3,135005,142945,3,9,7940,15,13
0b7e4086,135005,143305,6,11,8300,15,13
044f61a9,135005,143665,9,4,8660,15,13
098e4fa5,135005,144025,5,9,9020,15,13
060168a3,135005,144385,3,6,9380,15,13
0b390863,337045,337425,3,11,380,15,13
08794f27,337165,337835,7,8,670,15,13
023cfca9,337405,338205,9,2,800,15,13
03879a9a,337435,338565,10,3,1130,15,13
07521321,337195,339655,1,7,2460,15,13
07df5fa2,337105,340015,2,7,2910,15,13
07e5ebd3,337255,340375,3,7,3120,15,13
075a8a14,337445,340735,4,7,3290,15,13
0a51e0b6,337585,341105,6,10,3520,15,13
019a4e42,337385,341615,2,1,4230,15,13
03148754,438205,438765,4,3,560,15,13
073819b5,438465,439125,5,7,660,15,13
0483dc97,438125,439495,7,4,1370,15,13
0a4e02d9,438715,439865,9,10,1150,15,13
075e788a,438335,440225,10,7,1890,15,13
019b0c2b,438805,440585,11,1,1780,15,13
04e45922,438555,440995,2,4,2440,15,13
0bfb4ae7,438425,441425,7,11,3000,15,13
0375f4b2,438755,441915,2,3,3160,15,13
063050d9,539115,539585,9,6,470,15,13
043e2043,539665,540075,3,4,410,15,13
0696256c,539525,540915,12,6,1390,15,13
00535241,1025,1455,1,0,430,4,3
014d6092,12145,12825,2,1,680,4,3
01056630,12225,13215,2,1,990,4,3
023e3012,34335,34855,1,2,520,4,3
00752122,34235,35215,2,0,980,4,3
02dcd3d0,34545,35575,0,2,1030,4,3
02de9f90,34725,35935,1,2,1210,4,3
01457ed2,34605,36295,2,1,1690,4,3
02784c52,34875,36655,0,2,1780,4,3
02de9f90,34725,37015,1,2,2290,4,3
01457ed2,34605,37375,2,1,2770,4,3
02784c52,34875,37735,0,2,2860,4,3
02de9f90,34725,38095,1,2,3370,4,3
01457ed2,34605,38455,2,1,3850,4,3
02784c52,34875,38815,0,2,3940,4,3
02de9f90,34725,39175,1,2,4450,4,3
0099bf10,135005,135745,0,0,740,4,3
011559f2,135005,136105,2,1,1100,4,3
024569f0,337095,337475,0,2,380,4,3
02e37890,337195,337865,0,2,670,4,3
02e32490,438105,438525,0,2,420,4,3
017fc512,438215,439245,2,1,1030,4,3
00ccec22,539135,539535,2,0,400,4,3
09535243,1035,1615,3,9,580,10,12
0195e812,12035,12565,0,1,530,10,12
014d6090,23085,23565,0,1,480,10,12
0a457ed9,34135,34515,9,10,380,10,12
08dcd3d6,34085,34875,10,8,790,10,12
09724c6b,34265,35235,11,9,970,10,12
0ade9f92,34255,35595,0,10,1340,10,12
0b3f176b,34055,35955,1,11,1900,10,12
07272776,34535,36315,2,7,1780,10,12
09ff7e51,34465,36675,3,9,2210,10,12
012d612b,34565,37035,4,1,2470,10,12
0bcdb8fa,34655,37395,5,11,2740,10,12
02df78c4,34195,37755,6,2,3560,10,12
058495c4,34935,38115,7,5,3180,10,12
03784c52,34365,38475,8,3,4110,10,12
01e28bd6,35015,38885,0,1,3870,10,12
00b582d2,35055,39245,1,0,4190,10,12
0a069f23,34735,39655,5,10,4920,10,12
0407ae81,34835,40015,6,4,5180,10,12
09726655,35065,40385,8,9,5320,10,12
09fdd2a7,135005,135385,7,9,380,10,12
06c4bd94,135005,135745,4,6,740,10,12
09e37894,135005,136105,4,9,1100,10,12
012ed3db,135005,136465,11,1,1460,10,12
09b4b493,135005,136825,3,9,1820,10,12
02bb4a3a,135005,137185,10,2,2180,10,12
032e2ed2,135005,137545,2,3,2540,10,12
06e8a380,135005,138265,0,6,3260,10,12
0662ad56,135005,138985,6,6,3980,10,12
01e618a2,135005,139345,2,1,4340,10,12
02d945c6,135005,140065,6,2,5060,10,12
097edc8a,135005,140425,10,9,5420,10,12
01488785,135005,140785,5,1,5780,10,12
09dbc262,135005,141145,2,9,6140,10,12
038db5a9,135005,141505,9,3,6500,10,12
0490b2a9,135005,141865,9,4,6860,10,12
081340a3,135005,142225,3,8,7220,10,12
05cde4d7,135005,142585,7,5,7580,10,12
017d6531,135005,142945,1,1,7940,10,12
0314c3c7,135005,143305,7,3,8300,10,12
00513ae8,135005,143665,8,0,8660,10,12
08ebab45,337065,337455,5,8,390,10,12
0218d88b,337095,337905,11,2,810,10,12
060042d0,337225,338265,0,6,1040,10,12
04530c75,337255,338695,5,4,1440,10,12
05cd928b,337155,339145,11,5,1990,10,12
037901ca,438415,438805,10,3,390,10,12
047a6fdb,438255,439165,11,4,910,10,12
0b408da3,438515,439575,3,11,1060,10,12
03567864,438495,439935,4,3,1440,10,12
00e0729b,438355,440405,11,0,2050,10,12
04e05d52,539435,539825,2,4,390,10,12
09535240,1035,1555,0,9,520,10,12
0a95e813,12025,12445,6,10,420,10,12
0a284651,12285,12835,9,10,550,10,12
0af998d4,12225,13245,1,10,1020,10,12
0a97b0d1,12205,13605,2,10,1400,10,12
0a4d6099,12045,13965,3,10,1920,10,12
0a056631,12115,14325,4,10,2210,10,12
0a752125,12335,14685,5,10,2350,10,12
0a3e3011,12435,15055,7,10,2620,10,12
0a7cd0d6,12515,15585,5,10,3070,10,12
073f1769,23045,23505,9,7,460,10,12
02724c69,23445,24075,9,2,630,10,12
06784c5b,34065,34565,0,6,500,10,12
07cdb8f0,34455,34935,2,7,480,10,12
033d2aa5,34155,35305,4,3,1150,10,12
02272771,34335,35715,8,2,1380,10,12
042d6125,34435,36085,10,4,1650,10,12
06069f22,34505,36805,0,6,2300,10,12
070f3782,135005,135385,2,7,380,10,12
00241852,135005,135745,2,0,740,10,12
091559f0,135005,136105,0,9,1100,10,12
05ec0d79,135005,136465,9,5,1460,10,12
055816d0,135005,136825,0,5,1820,10,12
0a8565f2,135005,137545,2,10,2540,10,12
00ae2b57,135005,137905,7,0,2900,10,12
0af72fd1,135005,138265,1,10,3260,10,12
0b07ae88,135005,138625,8,11,3620,10,12
08845aa6,135005,138985,6,8,3980,10,12
00fe91da,135005,139345,10,0,4340,10,12
0879a0ba,135005,139705,10,8,4700,10,12
0a307623,135005,140065,3,10,5060,10,12
03e3249a,135005,140425,10,3,5420,10,12
08cdb123,135005,140785,3,8,5780,10,12
0b2ae3f4,135005,141145,4,11,6140,10,12
099a82fb,135005,141505,11,9,6500,10,12
0036cda2,135005,141865,2,0,6860,10,12
05daddc0,135005,142225,0,5,7220,10,12
07187798,135005,142585,8,7,7580,10,12
03b22800,135005,142945,0,3,7940,10,12
0574a024,135005,143305,4,5,8300,10,12
064b3415,135005,143665,5,6,8660,10,12
004266d9,337045,337535,9,0,490,10,12
05b49caa,337155,337895,10,5,740,10,12
09371950,337215,338265,0,9,1050,10,12
025e2761,337075,338625,1,2,1550,10,12
0971a466,337235,339055,6,9,1820,10,12
0a72db67,337195,339415,7,10,2220,10,12
02261f74,539165,540265,4,2,1100,10,12
03cd9280,539435,540755,0,3,1320,10,12
02535243,1085,1535,3,2,450,15,4
0295e810,12035,12415,0,2,380,15,4
02056631,12075,13145,3,2,1070,15,4
02f998d2,12205,13555,3,2,1350,15,4
01dcd3d3,23245,23875,3,1,630,15,4
02457ed3,34045,34425,1,2,380,15,4
00784c50,34385,34785,2,0,400,15,4
02724c61,34335,35565,0,2,1230,15,4
017be713,135005,135385,3,1,380,15,4
0130aca2,135005,136465,2,1,1460,15,4
00da9f82,135005,136825,2,0,1820,15,4
033870a2,135005,137185,2,3,2180,15,4
022ed3d3,337015,337415,3,2,400,15,4
015007e2,337165,338145,2,1,980,15,4
00a595b3,337695,338505,3,0,810,15,4
02488780,337605,338865,0,2,1260,15,4
0292f851,337555,339225,1,2,1670,15,4
01563583,438185,438615,3,1,430,15,4
01ff29c0,438315,438975,0,1,660,15,4
00a0c8e1,438215,439335,1,0,1120,15,4
01617732,438465,440445,2,1,1980,15,4
029a82f1,539115,539505,1,2,390,15,4
03bb4a32,539105,539865,2,3,760,15,4
002e2ed3,539575,540335,3,0,760,15,4
04535243,1085,1535,3,4,450,8,7
0195e813,12075,12565,4,1,490,8,7
054d6094,23035,23425,4,5,390,8,7
05f998d4,23155,23895,4,5,740,8,7
02284655,34055,34465,6,2,410,8,7
06dcd3d0,34415,34825,0,6,410,8,7
063e3016,34195,35195,2,6,1000,8,7
00457ed6,34505,35915,4,0,1410,8,7
06de9f90,34655,36275,5,6,1620,8,7
05784c52,34765,36635,6,5,1870,8,7
02696ce3,35125,36995,0,2,1870,8,7
03cdb8f5,35045,37355,1,3,2310,8,7
0007ae80,35155,37715,2,0,2560,8,7
00e28bd4,35305,38075,3,0,2770,8,7
06c380d5,35895,38435,4,6,2540,8,7
023870a3,35475,38795,5,2,3320,8,7
05e618a5,36735,39515,0,5,2780,8,7
060f3782,36945,39875,1,6,2930,8,7
00a12890,36975,40235,2,0,3260,8,7
00e28bd4,35305,40595,3,0,5290,8,7
017be711,37515,41315,5,1,3800,8,7
01265b64,37095,42035,0,1,4940,8,7
032554f0,37655,42395,1,3,4740,8,7
01ec0d70,135005,135385,0,1,380,8,7
02cdb122,135005,135745,2,2,740,8,7
01599fa0,135005,136465,0,1,1460,8,7
043327e3,135005,137185,3,4,2180,8,7
02da9f83,135005,137545,3,2,2540,8,7
0525a770,135005,137905,0,5,2900,8,7
0292f854,135005,138265,4,2,3260,8,7
06a0c8e0,135005,138625,0,6,3620,8,7
018565f2,135005,138985,2,1,3980,8,7
061559f6,135005,139705,6,6,4700,8,7
02e32494,135005,140065,4,2,5060,8,7
0240cd04,337035,337435,4,2,400,8,7
011ff446,337025,337805,6,1,780,8,7
006adab2,337075,338195,2,0,1120,8,7
02ebc9a6,337215,338945,6,2,1730,8,7
04daddc2,337185,339335,2,4,2150,8,7
01f72fd0,438035,438525,0,1,490,8,7
0853524b,1005,1475,11,8,470,1,15
0e95e815,12015,12585,1,14,570,1,15
0e4d609c,23075,23505,12,14,430,1,15
0505663a,34105,34625,3,5,520,1,15
063e301e,34445,34995,5,6,550,1,15
0e97b0db,34185,35355,6,14,1170,1,15
04752124,34425,35715,7,4,1290,1,15
0b27277a,35165,36075,8,11,910,1,15
077cd0d8,34495,36435,9,7,1940,1,15
06f998db,34285,36795,10,6,2510,1,15
02df78c3,34725,37515,12,2,2790,1,15
022d612e,35195,37875,13,2,2680,1,15
07ff7e54,35095,38235,14,7,3140,1,15
01724c61,34905,38595,0,1,3690,1,15
07de9f96,34805,38955,1,7,4150,1,15
073f1764,34575,39315,2,7,4740,1,15
0505663a,34105,39675,3,5,5570,1,15
0e97b0db,34185,40065,6,14,5880,1,15
04752124,34425,40425,7,4,6000,1,15
077cd0d8,34495,40795,9,7,6300,1,15
06f998db,34285,41155,10,6,6870,1,15
022d612e,35195,41885,13,2,6690,1,15
01724c61,34905,42255,0,1,7350,1,15
07de9f96,34805,42615,1,7,7810,1,15
073f1764,34575,42975,2,7,8400,1,15
03fdd6b8,135005,135385,8,3,380,1,15
0962ad5a,135005,135745,10,9,740,1,15
0c74a027,135005,136105,7,12,1100,1,15
0863eae1,135005,136465,1,8,1460,1,15
0cfe91de,135005,136825,14,12,1820,1,15
07572cf7,135005,137185,7,7,2180,1,15
0744923d,135005,137545,13,7,2540,1,15
049650ac,135005,137905,12,4,2900,1,15
0530acaa,135005,138265,10,5,3260,1,15
0a845aa6,135005,138625,6,10,3620,1,15
0accc9d1,135005,138985,1,10,3980,1,15
0003e96e,135005,139345,14,0,4340,1,15
043b8134,135005,139705,4,4,4700,1,15
0dc380dd,135005,140065,13,13,5060,1,15
0e7d6530,135005,140425,0,14,5420,1,15
048bdf2a,337085,337555,10,4,470,1,15
03e618aa,539035,539585,10,3,550,1,15
00535246,1025,1475,6,0,450,16,10
02056631,12115,12775,4,2,660,16,10
02f998d1,12265,13135,5,2,870,16,10
024d6090,12065,13505,7,2,1440,16,10
0297b0d1,12205,13915,1,2,1710,16,10
07284651,23045,23585,1,7,540,16,10
07784c51,23595,24115,1,7,520,16,10
09272771,23795,24645,1,9,850,16,10
002d6122,34075,34945,2,0,870,16,10
05696ce2,34245,35305,3,5,1060,16,10
07a4ec56,34355,35675,5,7,1320,16,10
0407ae84,34345,36035,6,4,1690,16,10
01069f23,34175,36405,8,1,2230,16,10
04b582d3,34485,36765,9,4,2280,16,10
098495c3,34375,37125,0,9,2750,16,10
02e28bd8,34455,37515,3,2,3060,16,10
03449230,135005,135385,0,3,380,16,10
0979a0b0,135005,135745,0,9,740,16,10
074569f6,135005,136105,6,7,1100,16,10
025816d6,135005,136465,6,2,1460,16,10
05119798,135005,137185,8,5,2180,16,10
06187791,135005,137545,1,6,2540,16,10
03ea7669,135005,138265,9,3,3260,16,10
01f62636,135005,138625,6,1,3620,16,10
08502bc7,135005,138985,7,8,3980,16,10
00da9f82,135005,139345,2,0,4340,16,10
07cdb129,135005,139705,9,7,4700,16,10
00599fa7,135005,140065,7,0,5060,16,10
07ae2b58,135005,140425,8,7,5420,16,10
05fb9b65,135005,140785,5,5,5780,16,10
0971a464,135005,141145,4,9,6140,16,10
07408da4,135005,141505,4,7,6500,16,10
079837d1,135005,141865,1,7,6860,16,10
05fe91d7,135005,142225,7,5,7220,16,10
07396501,337095,337575,1,7,480,16,10
00c59f52,337155,337935,2,0,780,16,10
07b80a83,337795,338295,3,7,500,16,10
012e6ec4,337525,338655,4,1,1130,16,10
04a8a295,337255,339015,5,4,1760,16,10
01c42737,337485,339385,7,1,1900,16,10
04574c58,337365,339745,8,4,2380,16,10
03175c10,337305,340115,0,3,2810,16,10
07488351,337195,340475,1,7,3280,16,10
071b4982,337375,340835,2,7,3460,16,10
050168a4,337615,341205,4,5,3590,16,10
09efda97,337825,341595,7,9,3770,16,10
0227b4b8,337435,341955,8,2,4520,16,10
028d14e1,337695,342345,1,2,4650,16,10
03a1d2a5,438245,438655,5,3,410,16,10
006c09f7,438195,439025,7,0,830,16,10
07fb52a8,438205,439385,8,7,1180,16,10
075f48d0,438345,439755,0,7,1410,16,10
06de6382,438415,440125,2,6,1710,16,10
06fa8797,438505,440555,7,6,2050,16,10
034e3c82,539055,539605,2,3,550,16,10
04fd3928,539595,540615,8,4,1020,16,10
08b3b7f9,539755,540975,9,8,1220,16,10
01535243,1045,1455,3,1,410,11,4
0295e812,12025,12405,0,2,380,11,4
02284652,12375,12765,1,2,390,11,4
024d6093,12115,13135,3,2,1020,11,4
02f998d0,12345,13495,0,2,1150,11,4
02056630,12205,13885,3,2,1680,11,4
013e3013,23095,23475,3,1,380,11,4
03de9f92,34045,34425,1,3,380,11,4
03069f23,34575,36225,2,3,1650,11,4
01421201,35145,36585,3,1,1440,11,4
037d6530,35515,36945,0,3,1430,11,4
0274a021,35705,37305,1,2,1600,11,4
00449233,35975,37665,2,0,1690,11,4
00b34d81,36385,38025,3,0,1640,11,4
0274a021,35705,38745,1,2,3040,11,4
01bf9c62,36725,39105,2,1,2380,11,4
003327e1,37345,39465,3,0,2120,11,4
02563582,135005,135385,2,2,380,11,4
01c4bd90,135005,135745,0,1,740,11,4
035007e2,135005,136465,2,3,1460,11,4
02292b30,135005,136825,0,2,1820,11,4
01bc05b0,135005,137185,0,1,2180,11,4
002ae3f3,135005,137905,3,0,2900,11,4
028fdf73,337025,337415,3,2,390,11,4
0191ae62,337155,338145,2,1,990,11,4
0040cd01,438525,439105,1,0,580,11,4
01119793,438365,439825,3,1,1460,11,4
031ff440,438445,440185,0,3,1740,11,4
026adab1,438615,440545,1,2,1930,11,4
09535247,1065,1455,7,9,390,10,12
