Package,t_envio,t_recibido,emisor,receptor,latencia,p_fifo
0003de20,401385,401875,11,2,490,6
00028505,401275,401885,7,1,610,6
0001f545,401505,401895,13,0,390,6
0004de85,401555,402065,5,3,510,6
0004cf98,115,635,7,3,520,9
0004cf98,115,635,7,3,520,9
000333cd,100295,100395,12,2,100,9
000158bf,100355,100435,1,0,80,9
00018c35,100415,100495,4,0,80,9
0003cca3,100355,100545,1,2,190,9
000303ec,100205,100655,7,2,450,9
0002c0ab,100595,100785,2,1,190,9
0004109f,100765,100845,3,3,80,9
000123ca,100725,100875,5,0,150,9
0003dfc8,100555,100895,9,2,340,9
0004c115,100545,100905,10,3,360,9
00047150,100455,100985,7,3,530,9
0003fb30,100665,100995,0,2,330,9
0004429c,100825,101135,15,3,310,9
00032cbd,100645,101155,7,2,510,9
0002baa2,101005,101165,3,1,160,9
0003126e,100815,101195,1,2,380,9
00022479,100815,101245,11,1,430,9
0003e03c,100705,101315,0,2,610,9
00029c8c,100915,101345,10,1,430,9
0004cf98,115,635,7,3,520,9
000333cd,100295,100395,12,2,100,9
000158bf,100355,100435,1,0,80,9
00018c35,100415,100495,4,0,80,9
0003cca3,100355,100545,1,2,190,9
000303ec,100205,100655,7,2,450,9
0002c0ab,100595,100785,2,1,190,9
0004109f,100765,100845,3,3,80,9
000123ca,100725,100875,5,0,150,9
0003dfc8,100555,100895,9,2,340,9
0004c115,100545,100905,10,3,360,9
00047150,100455,100985,7,3,530,9
0003fb30,100665,100995,0,2,330,9
0004429c,100825,101135,15,3,310,9
00032cbd,100645,101155,7,2,510,9
0002baa2,101005,101165,3,1,160,9
0003126e,100815,101195,1,2,380,9
00022479,100815,101245,11,1,430,9
0003e03c,100705,101315,0,2,610,9
00029c8c,100915,101345,10,1,430,9
0003a972,200335,200435,12,2,100,9
00020986,200405,200445,1,1,40,9
00022fb0,200405,200625,6,1,220,9
0001ad7c,200555,200655,4,0,100,9
0004133e,200625,200725,12,3,100,9
00015c2b,200525,200775,7,0,250,9
00036c52,200685,200775,2,2,90,9
00026999,200385,200785,9,1,400,9
00033fd8,200455,200835,6,2,380,9
0003d10d,200545,200935,9,2,390,9
0002a71b,200705,201075,9,1,370,9
0002ce73,200845,201185,11,1,340,9
00012558,200805,201225,9,0,420,9
000333f6,200875,201285,11,2,410,9
00045668,200745,201335,7,3,590,9
0004cf98,115,635,7,3,520,9
000333cd,100295,100395,12,2,100,9
000158bf,100355,100435,1,0,80,9
00018c35,100415,100495,4,0,80,9
0003cca3,100355,100545,1,2,190,9
000303ec,100205,100655,7,2,450,9
0002c0ab,100595,100785,2,1,190,9
0004109f,100765,100845,3,3,80,9
000123ca,100725,100875,5,0,150,9
0003dfc8,100555,100895,9,2,340,9
0004c115,100545,100905,10,3,360,9
00047150,100455,100985,7,3,530,9
0003fb30,100665,100995,0,2,330,9
0004429c,100825,101135,15,3,310,9
00032cbd,100645,101155,7,2,510,9
0002baa2,101005,101165,3,1,160,9
0003126e,100815,101195,1,2,380,9
00022479,100815,101245,11,1,430,9
0003e03c,100705,101315,0,2,610,9
00029c8c,100915,101345,10,1,430,9
0003a972,200335,200435,12,2,100,9
00020986,200405,200445,1,1,40,9
00022fb0,200405,200625,6,1,220,9
0001ad7c,200555,200655,4,0,100,9
0004133e,200625,200725,12,3,100,9
00015c2b,200525,200775,7,0,250,9
00036c52,200685,200775,2,2,90,9
00026999,200385,200785,9,1,400,9
00033fd8,200455,200835,6,2,380,9
0003d10d,200545,200935,9,2,390,9
0002a71b,200705,201075,9,1,370,9
0002ce73,200845,201185,11,1,340,9
00012558,200805,201225,9,0,420,9
000333f6,200875,201285,11,2,410,9
00045668,200745,201335,7,3,590,9
000396c9,300535,300655,1,2,120,9
0001df13,300555,300795,13,0,240,9
00046b23,300645,300805,2,3,160,9
00032fa3,300655,300845,13,2,190,9
0002b256,300455,300875,15,1,420,9
0003e587,300735,300905,2,2,170,9
00023763,300465,300915,11,1,450,9
00042452,300635,300935,5,3,300,9
0003d8a2,300825,300945,3,2,120,9
0002c3df,300875,300975,4,1,100,9
0004cff0,300735,301045,10,3,310,9
0002029c,300625,301145,11,1,520,9
0004702b,301035,301205,1,3,170,9
0001afe6,300955,301325,7,0,370,9
00040395,300955,301375,7,3,420,9
00043e08,301315,301435,3,3,120,9
0004e747,301315,301495,13,3,180,9
00034d1c,301105,301505,14,2,400,9
0002ea88,301185,301535,8,1,350,9
00033dbe,301295,301625,14,2,330,9
0004002e,301185,301695,5,3,510,9
0003f535,301215,301705,15,2,490,9
00025912,301395,301765,11,1,370,9
000242d0,301425,301905,10,1,480,9
00042330,155,355,1,3,200,2
00042330,155,355,1,3,200,2
0002e3ed,100345,100385,1,1,40,2
000309c2,100265,100525,10,2,260,2
0003883b,100465,100595,0,2,130,2
00014ba5,100435,100715,14,0,280,2
0003df3f,100705,100775,2,2,70,2
0001d627,100365,100815,15,0,450,2
00018490,100465,100915,10,0,450,2
0003b44b,100705,100945,0,2,240,2
00014b1d,100495,100955,11,0,460,2
00037ceb,100615,101025,15,2,410,2
00040ee3,100555,101025,10,3,470,2
000195e6,100745,101085,7,0,340,2
0004bd07,100695,101145,15,3,450,2
000327fd,100975,101175,13,2,200,2
0002251f,100815,101195,11,1,380,2
0003f924,100865,101255,10,2,390,2
0003af51,100905,101295,6,2,390,2
00021823,100995,101315,14,1,320,2
0002daec,101085,101415,3,1,330,2
00036582,101125,101415,4,2,290,2
00025861,101365,101495,4,1,130,2
0001dbd4,100825,101615,15,0,790,2
0001341c,101285,101655,7,0,370,2
00018962,101205,101715,11,0,510,2
00023e94,101415,101725,11,1,310,2
0003e459,101335,101725,14,2,390,2
00015c49,101335,101755,9,0,420,2
00040b07,101415,101755,0,3,340,2
00014aed,101495,101855,7,0,360,2
0001c6f1,101285,101965,15,0,680,2
00042330,155,355,1,3,200,2
0002e3ed,100345,100385,1,1,40,2
000309c2,100265,100525,10,2,260,2
0003883b,100465,100595,0,2,130,2
00014ba5,100435,100715,14,0,280,2
0003df3f,100705,100775,2,2,70,2
0001d627,100365,100815,15,0,450,2
00018490,100465,100915,10,0,450,2
0003b44b,100705,100945,0,2,240,2
00014b1d,100495,100955,11,0,460,2
00037ceb,100615,101025,15,2,410,2
00040ee3,100555,101025,10,3,470,2
000195e6,100745,101085,7,0,340,2
0004bd07,100695,101145,15,3,450,2
000327fd,100975,101175,13,2,200,2
0002251f,100815,101195,11,1,380,2
0003f924,100865,101255,10,2,390,2
0003af51,100905,101295,6,2,390,2
00021823,100995,101315,14,1,320,2
0002daec,101085,101415,3,1,330,2
00036582,101125,101415,4,2,290,2
00025861,101365,101495,4,1,130,2
0001dbd4,100825,101615,15,0,790,2
0001341c,101285,101655,7,0,370,2
00018962,101205,101715,11,0,510,2
00023e94,101415,101725,11,1,310,2
0003e459,101335,101725,14,2,390,2
00015c49,101335,101755,9,0,420,2
00040b07,101415,101755,0,3,340,2
00014aed,101495,101855,7,0,360,2
0001c6f1,101285,101965,15,0,680,2
0003444e,200375,200495,1,2,120,2
00025d32,200615,200715,1,1,100,2
00042fa8,200555,200795,0,3,240,2
0001afcc,200505,200845,14,0,340,2
00042fa8,200555,200995,0,3,440,2
00037090,200945,201045,2,2,100,2
00049bd6,200705,201095,4,3,390,2
0003f197,200565,201125,7,2,560,2
00012896,200785,201205,11,0,420,2
00040493,200875,201235,0,3,360,2
00021917,201025,201325,6,1,300,2
000425c8,200965,201345,7,3,380,2
0001c7bc,201135,201385,3,0,250,2
0003e985,201185,201415,0,2,230,2
00037d7d,201045,201595,7,2,550,2
00010bad,201225,201625,11,0,400,2
00035a5f,201265,201635,4,2,370,2
00045540,201225,201725,6,3,500,2
00041af7,201365,201765,0,3,400,2
0001cd0a,201565,201785,1,0,220,2
00014ded,201335,201865,15,0,530,2
00040278,201475,201925,7,3,450,2
0004ccb4,201385,201965,7,3,580,2
00015d13,201655,202075,14,0,420,2
00042330,155,355,1,3,200,2
0002e3ed,100345,100385,1,1,40,2
000309c2,100265,100525,10,2,260,2
0003883b,100465,100595,0,2,130,2
00014ba5,100435,100715,14,0,280,2
0003df3f,100705,100775,2,2,70,2
0001d627,100365,100815,15,0,450,2
00018490,100465,100915,10,0,450,2
0003b44b,100705,100945,0,2,240,2
00014b1d,100495,100955,11,0,460,2
00037ceb,100615,101025,15,2,410,2
00040ee3,100555,101025,10,3,470,2
000195e6,100745,101085,7,0,340,2
0004bd07,100695,101145,15,3,450,2
000327fd,100975,101175,13,2,200,2
0002251f,100815,101195,11,1,380,2
0003f924,100865,101255,10,2,390,2
0003af51,100905,101295,6,2,390,2
00021823,100995,101315,14,1,320,2
0002daec,101085,101415,3,1,330,2
00036582,101125,101415,4,2,290,2
00025861,101365,101495,4,1,130,2
0001dbd4,100825,101615,15,0,790,2
0001341c,101285,101655,7,0,370,2
00018962,101205,101715,11,0,510,2
00023e94,101415,101725,11,1,310,2
0003e459,101335,101725,14,2,390,2
00015c49,101335,101755,9,0,420,2
00040b07,101415,101755,0,3,340,2
00014aed,101495,101855,7,0,360,2
0001c6f1,101285,101965,15,0,680,2
0003444e,200375,200495,1,2,120,2
00025d32,200615,200715,1,1,100,2
00042fa8,200555,200795,0,3,240,2
0001afcc,200505,200845,14,0,340,2
00042fa8,200555,200995,0,3,440,2
00037090,200945,201045,2,2,100,2
00049bd6,200705,201095,4,3,390,2
0003f197,200565,201125,7,2,560,2
00012896,200785,201205,11,0,420,2
00040493,200875,201235,0,3,360,2
00021917,201025,201325,6,1,300,2
000425c8,200965,201345,7,3,380,2
0001c7bc,201135,201385,3,0,250,2
0003e985,201185,201415,0,2,230,2
00037d7d,201045,201595,7,2,550,2
00010bad,201225,201625,11,0,400,2
00035a5f,201265,201635,4,2,370,2
00045540,201225,201725,6,3,500,2
00041af7,201365,201765,0,3,400,2
0001cd0a,201565,201785,1,0,220,2
00014ded,201335,201865,15,0,530,2
00040278,201475,201925,7,3,450,2
0004ccb4,201385,201965,7,3,580,2
00015d13,201655,202075,14,0,420,2
0002877e,300495,300615,3,1,120,2
00034cd3,300595,300655,12,2,60,2
0004f5e0,300565,300775,2,3,210,2
000302bb,300405,300795,9,2,390,2
00018e6d,300615,300835,6,0,220,2
0003442b,300825,300885,2,2,60,2
00038b5b,300735,300925,12,2,190,2
00042ad3,300485,300975,9,3,490,2
0003994b,300815,301005,12,2,190,2
00010dcf,300735,301025,8,0,290,2
00043066,300685,301135,10,3,450,2
000302f5,301095,301145,2,2,50,2
00042db0,300885,301175,4,3,290,2
00015737,300835,301205,8,0,370,2
00036bad,301135,301235,3,2,100,2
0003f8f4,301095,301345,12,2,250,2
0003adf1,301005,301405,9,2,400,2
00041f79,301435,301485,13,3,50,2
0003f95f,300955,301505,6,2,550,2
00044bc8,301215,301595,11,3,380,2
0003d02a,301285,301605,5,2,320,2
00032d9f,301425,301665,5,2,240,2
0004df00,301335,301735,5,3,400,2
000364a0,301515,301905,8,2,390,2
0001fb1a,301745,302005,12,0,260,2
00031896,301535,302045,7,2,510,2
0004b014,301655,302045,11,3,390,2
0003ef44,301625,302085,8,2,460,2
0001996b,301835,302125,13,0,290,2
0004f449,301705,302235,7,3,530,2
00042330,155,355,1,3,200,2
0002e3ed,100345,100385,1,1,40,2
000309c2,100265,100525,10,2,260,2
0003883b,100465,100595,0,2,130,2
00014ba5,100435,100715,14,0,280,2
0003df3f,100705,100775,2,2,70,2
0001d627,100365,100815,15,0,450,2
00018490,100465,100915,10,0,450,2
0003b44b,100705,100945,0,2,240,2
00014b1d,100495,100955,11,0,460,2
00037ceb,100615,101025,15,2,410,2
00040ee3,100555,101025,10,3,470,2
000195e6,100745,101085,7,0,340,2
0004bd07,100695,101145,15,3,450,2
000327fd,100975,101175,13,2,200,2
0002251f,100815,101195,11,1,380,2
0003f924,100865,101255,10,2,390,2
0003af51,100905,101295,6,2,390,2
00021823,100995,101315,14,1,320,2
0002daec,101085,101415,3,1,330,2
00036582,101125,101415,4,2,290,2
00025861,101365,101495,4,1,130,2
0001dbd4,100825,101615,15,0,790,2
0001341c,101285,101655,7,0,370,2
00018962,101205,101715,11,0,510,2
00023e94,101415,101725,11,1,310,2
0003e459,101335,101725,14,2,390,2
00015c49,101335,101755,9,0,420,2
00040b07,101415,101755,0,3,340,2
00014aed,101495,101855,7,0,360,2
0001c6f1,101285,101965,15,0,680,2
0003444e,200375,200495,1,2,120,2
00025d32,200615,200715,1,1,100,2
00042fa8,200555,200795,0,3,240,2
0001afcc,200505,200845,14,0,340,2
00042fa8,200555,200995,0,3,440,2
00037090,200945,201045,2,2,100,2
00049bd6,200705,201095,4,3,390,2
0003f197,200565,201125,7,2,560,2
00012896,200785,201205,11,0,420,2
00040493,200875,201235,0,3,360,2
00021917,201025,201325,6,1,300,2
000425c8,200965,201345,7,3,380,2
0001c7bc,201135,201385,3,0,250,2
0003e985,201185,201415,0,2,230,2
00037d7d,201045,201595,7,2,550,2
00010bad,201225,201625,11,0,400,2
00035a5f,201265,201635,4,2,370,2
00045540,201225,201725,6,3,500,2
00041af7,201365,201765,0,3,400,2
0001cd0a,201565,201785,1,0,220,2
00014ded,201335,201865,15,0,530,2
00040278,201475,201925,7,3,450,2
0004ccb4,201385,201965,7,3,580,2
00015d13,201655,202075,14,0,420,2
0002877e,300495,300615,3,1,120,2
00034cd3,300595,300655,12,2,60,2
0004f5e0,300565,300775,2,3,210,2
000302bb,300405,300795,9,2,390,2
00018e6d,300615,300835,6,0,220,2
0003442b,300825,300885,2,2,60,2
00038b5b,300735,300925,12,2,190,2
00042ad3,300485,300975,9,3,490,2
0003994b,300815,301005,12,2,190,2
00010dcf,300735,301025,8,0,290,2
00043066,300685,301135,10,3,450,2
000302f5,301095,301145,2,2,50,2
00042db0,300885,301175,4,3,290,2
00015737,300835,301205,8,0,370,2
00036bad,301135,301235,3,2,100,2
0003f8f4,301095,301345,12,2,250,2
0003adf1,301005,301405,9,2,400,2
00041f79,301435,301485,13,3,50,2
0003f95f,300955,301505,6,2,550,2
00044bc8,301215,301595,11,3,380,2
0003d02a,301285,301605,5,2,320,2
00032d9f,301425,301665,5,2,240,2
0004df00,301335,301735,5,3,400,2
000364a0,301515,301905,8,2,390,2
0001fb1a,301745,302005,12,0,260,2
00031896,301535,302045,7,2,510,2
0004b014,301655,302045,11,3,390,2
0003ef44,301625,302085,8,2,460,2
0001996b,301835,302125,13,0,290,2
0004f449,301705,302235,7,3,530,2
00015106,400515,400645,3,0,130,2
00020c49,400545,400685,0,1,140,2
0003f0b9,400635,400825,3,2,190,2
000179f6,400665,400875,5,0,210,2
000168e0,400595,400975,13,0,380,2
0004cc69,400555,400975,8,3,420,2
00047ba6,400865,401065,15,3,200,2
000322b4,400755,401075,5,2,320,2
00040883,401055,401165,2,3,110,2
000248b4,400975,401235,7,1,260,2
0004b131,400855,401285,10,3,430,2
00035a77,401135,401355,13,2,220,2
00044e41,400815,401365,9,3,550,2
000141a0,400905,401385,15,0,480,2
000237a0,401335,401475,4,1,140,2
0001835d,400855,401505,11,0,650,2
00020d45,401295,401575,0,1,280,2
000476e2,401225,401705,7,3,480,2
0002a656,401415,401735,13,1,320,2
00049ac6,401425,401755,5,3,330,2
00033d8b,401285,401805,7,2,520,2
0002d944,125,245,3,1,120,3
0002d944,125,245,3,1,120,3
00045e6a,100305,100425,13,3,120,3
00030d55,100275,100535,10,2,260,3
0003442b,100345,100575,4,2,230,3
0002a5b0,100405,100625,0,1,220,3
0003431b,100275,100655,6,2,380,3
0003fec8,100495,100755,5,2,260,3
0003fec8,100495,100895,5,2,400,3
00026361,100595,100925,8,1,330,3
00016b48,100695,100955,12,0,260,3
0003e633,100655,100955,13,2,300,3
00040e81,100565,100975,5,3,410,3
00020784,100875,100985,1,1,110,3
00019461,100815,100995,6,0,180,3
000153d2,100955,101115,1,0,160,3
000126df,100785,101155,13,0,370,3
0003a7f3,100855,101225,15,2,370,3
0001a898,100995,101255,5,0,260,3
0004f414,101235,101435,13,3,200,3
00042d29,101235,101535,5,3,300,3
0004a9fb,101165,101575,10,3,410,3
00012a67,101205,101585,12,0,380,3
00033de7,101275,101585,3,2,310,3
00017fdb,101295,101625,9,0,330,3
000304a9,101335,101625,6,2,290,3
0004c01e,101075,101675,5,3,600,3
00038080,101325,101725,3,2,400,3
0004c3fe,101205,101775,7,3,570,3
0002d944,125,245,3,1,120,3
00045e6a,100305,100425,13,3,120,3
00030d55,100275,100535,10,2,260,3
0003442b,100345,100575,4,2,230,3
0002a5b0,100405,100625,0,1,220,3
0003431b,100275,100655,6,2,380,3
0003fec8,100495,100755,5,2,260,3
0003fec8,100495,100895,5,2,400,3
00026361,100595,100925,8,1,330,3
00016b48,100695,100955,12,0,260,3
0003e633,100655,100955,13,2,300,3
00040e81,100565,100975,5,3,410,3
00020784,100875,100985,1,1,110,3
00019461,100815,100995,6,0,180,3
000153d2,100955,101115,1,0,160,3
000126df,100785,101155,13,0,370,3
0003a7f3,100855,101225,15,2,370,3
0001a898,100995,101255,5,0,260,3
0004f414,101235,101435,13,3,200,3
00042d29,101235,101535,5,3,300,3
0004a9fb,101165,101575,10,3,410,3
00012a67,101205,101585,12,0,380,3
00033de7,101275,101585,3,2,310,3
00017fdb,101295,101625,9,0,330,3
000304a9,101335,101625,6,2,290,3
0004c01e,101075,101675,5,3,600,3
00038080,101325,101725,3,2,400,3
0004c3fe,101205,101775,7,3,570,3
00040c8b,200365,200485,13,3,120,3
0003ecb3,200455,200545,2,2,90,3
0004d066,200305,200605,0,3,300,3
0002161c,200445,200635,12,1,190,3
00038502,200315,200645,5,2,330,3
0002917d,200375,200715,8,1,340,3
0001bd1f,200585,200845,12,0,260,3
0002d8eb,200515,200905,13,1,390,3
00042555,200535,200945,6,3,410,3
00042555,200535,201045,6,3,510,3
00010df2,200705,201095,3,0,390,3
0002ee1b,200625,201105,14,1,480,3
0003ac47,200675,201135,15,2,460,3
000346ec,200865,201195,10,2,330,3
0001b2f1,200805,201295,10,0,490,3
0002d944,125,245,3,1,120,3
00045e6a,100305,100425,13,3,120,3
00030d55,100275,100535,10,2,260,3
0003442b,100345,100575,4,2,230,3
0002a5b0,100405,100625,0,1,220,3
0003431b,100275,100655,6,2,380,3
0003fec8,100495,100755,5,2,260,3
0003fec8,100495,100895,5,2,400,3
00026361,100595,100925,8,1,330,3
00016b48,100695,100955,12,0,260,3
0003e633,100655,100955,13,2,300,3
00040e81,100565,100975,5,3,410,3
00020784,100875,100985,1,1,110,3
00019461,100815,100995,6,0,180,3
000153d2,100955,101115,1,0,160,3
000126df,100785,101155,13,0,370,3
0003a7f3,100855,101225,15,2,370,3
0001a898,100995,101255,5,0,260,3
0004f414,101235,101435,13,3,200,3
00042d29,101235,101535,5,3,300,3
0004a9fb,101165,101575,10,3,410,3
00012a67,101205,101585,12,0,380,3
00033de7,101275,101585,3,2,310,3
00017fdb,101295,101625,9,0,330,3
000304a9,101335,101625,6,2,290,3
0004c01e,101075,101675,5,3,600,3
00038080,101325,101725,3,2,400,3
0004c3fe,101205,101775,7,3,570,3
00040c8b,200365,200485,13,3,120,3
0003ecb3,200455,200545,2,2,90,3
0004d066,200305,200605,0,3,300,3
0002161c,200445,200635,12,1,190,3
00038502,200315,200645,5,2,330,3
0002917d,200375,200715,8,1,340,3
0001bd1f,200585,200845,12,0,260,3
0002d8eb,200515,200905,13,1,390,3
00042555,200535,200945,6,3,410,3
00042555,200535,201045,6,3,510,3
00010df2,200705,201095,3,0,390,3
0002ee1b,200625,201105,14,1,480,3
0003ac47,200675,201135,15,2,460,3
000346ec,200865,201195,10,2,330,3
0001b2f1,200805,201295,10,0,490,3
000486d6,300415,300475,12,3,60,3
00041cca,300545,300725,1,3,180,3
0001da58,300605,300845,3,0,240,3
000143e6,300505,300885,15,0,380,3
0004ce2d,300655,300905,1,3,250,3
00013423,300865,300965,0,0,100,3
000376d7,300925,300975,2,2,50,3
000255df,300775,301055,9,1,280,3
00039d44,300825,301055,4,2,230,3
0003740b,300925,301095,2,2,170,3
000255f4,300855,301175,4,1,320,3
00044081,300725,301175,6,3,450,3
00019f50,300965,301195,8,0,230,3
0004f69e,300755,301295,5,3,540,3
0001b9b1,300865,301305,14,0,440,3
00033c71,300905,301355,9,2,450,3
0002ecc8,300855,301405,15,1,550,3
00014117,301055,301475,10,0,420,3
00026ce7,301095,301525,11,1,430,3
0001b03a,301095,301675,10,0,580,3
0002d944,125,245,3,1,120,3
00045e6a,100305,100425,13,3,120,3
00030d55,100275,100535,10,2,260,3
0003442b,100345,100575,4,2,230,3
0002a5b0,100405,100625,0,1,220,3
0003431b,100275,100655,6,2,380,3
0003fec8,100495,100755,5,2,260,3
0003fec8,100495,100895,5,2,400,3
00026361,100595,100925,8,1,330,3
00016b48,100695,100955,12,0,260,3
0003e633,100655,100955,13,2,300,3
00040e81,100565,100975,5,3,410,3
00020784,100875,100985,1,1,110,3
00019461,100815,100995,6,0,180,3
000153d2,100955,101115,1,0,160,3
000126df,100785,101155,13,0,370,3
0003a7f3,100855,101225,15,2,370,3
0001a898,100995,101255,5,0,260,3
0004f414,101235,101435,13,3,200,3
00042d29,101235,101535,5,3,300,3
0004a9fb,101165,101575,10,3,410,3
00012a67,101205,101585,12,0,380,3
00033de7,101275,101585,3,2,310,3
00017fdb,101295,101625,9,0,330,3
000304a9,101335,101625,6,2,290,3
0004c01e,101075,101675,5,3,600,3
00038080,101325,101725,3,2,400,3
0004c3fe,101205,101775,7,3,570,3
00040c8b,200365,200485,13,3,120,3
0003ecb3,200455,200545,2,2,90,3
0004d066,200305,200605,0,3,300,3
0002161c,200445,200635,12,1,190,3
00038502,200315,200645,5,2,330,3
0002917d,200375,200715,8,1,340,3
0001bd1f,200585,200845,12,0,260,3
0002d8eb,200515,200905,13,1,390,3
00042555,200535,200945,6,3,410,3
00042555,200535,201045,6,3,510,3
00010df2,200705,201095,3,0,390,3
0002ee1b,200625,201105,14,1,480,3
0003ac47,200675,201135,15,2,460,3
000346ec,200865,201195,10,2,330,3
0001b2f1,200805,201295,10,0,490,3
000486d6,300415,300475,12,3,60,3
00041cca,300545,300725,1,3,180,3
0001da58,300605,300845,3,0,240,3
000143e6,300505,300885,15,0,380,3
0004ce2d,300655,300905,1,3,250,3
00013423,300865,300965,0,0,100,3
000376d7,300925,300975,2,2,50,3
000255df,300775,301055,9,1,280,3
00039d44,300825,301055,4,2,230,3
0003740b,300925,301095,2,2,170,3
000255f4,300855,301175,4,1,320,3
00044081,300725,301175,6,3,450,3
00019f50,300965,301195,8,0,230,3
0004f69e,300755,301295,5,3,540,3
0001b9b1,300865,301305,14,0,440,3
00033c71,300905,301355,9,2,450,3
0002ecc8,300855,301405,15,1,550,3
00014117,301055,301475,10,0,420,3
00026ce7,301095,301525,11,1,430,3
0001b03a,301095,301675,10,0,580,3
00029cee,400545,400665,0,1,120,3
00037bce,400705,400895,0,2,190,3
000191ee,400496,400925,15,0,429,3
0001610a,400635,400965,11,0,330,3
0003d723,400735,400965,13,2,230,3
00048085,400905,401155,0,3,250,3
00029f1a,400825,401175,6,1,350,3
00039963,400925,401225,9,2,300,3
00028cfd,400995,401275,5,1,280,3
000315a0,400925,401305,9,2,380,3
00015344,401095,401345,6,0,250,3
0004db56,401275,401345,12,3,70,3
0003a9f6,401305,401485,13,2,180,3
00032a36,401005,401525,15,2,520,3
000464bf,401185,401535,15,3,350,3
00028482,401495,401545,1,1,50,3
00049513,401395,401795,6,3,400,3
0003c84a,401555,401825,13,2,270,3
0001447d,401705,401895,5,0,190,3
0002ecfa,401775,401965,0,1,190,3
0004c093,401415,402005,7,3,590,3
00040428,402015,402085,12,3,70,3
0001b59f,401625,402095,15,0,470,3
0001e8a7,401845,402175,9,0,330,3
00036e73,401875,402185,6,2,310,3
00015870,401615,402215,15,0,600,3
000459f8,402115,402395,5,3,280,3
00014714,402155,402425,3,0,270,3
00010819,402065,402465,9,0,400,3
0002cde4,401945,402475,15,1,530,3
00048f9f,401905,402495,8,3,590,3
00031daf,402165,402545,11,2,380,3
00014a47,165,425,8,0,260,13
00014a47,165,425,8,0,260,13
00025408,100225,100265,1,1,40,13
00017074,100235,100455,6,0,220,13
000328c0,100235,100455,14,2,220,13
00014a47,165,425,8,0,260,13
00025408,100225,100265,1,1,40,13
00017074,100235,100455,6,0,220,13
000328c0,100235,100455,14,2,220,13
0002d4c3,200305,200385,2,1,80,13
0001e818,200365,200405,0,0,40,13
00044fd3,200455,200575,13,3,120,13
0001a965,200495,200835,13,0,340,13
0004bf8d,200665,200865,13,3,200,13
0004e200,200565,200905,5,3,340,13
0002f12a,200745,200915,3,1,170,13
00047509,200665,200965,15,3,300,13
0004e4b7,200565,201005,9,3,440,13
00016c50,200715,201015,8,0,300,13
00039676,200625,201065,6,2,440,13
00014a47,165,425,8,0,260,13
00025408,100225,100265,1,1,40,13
00017074,100235,100455,6,0,220,13
000328c0,100235,100455,14,2,220,13
0002d4c3,200305,200385,2,1,80,13
0001e818,200365,200405,0,0,40,13
00044fd3,200455,200575,13,3,120,13
0001a965,200495,200835,13,0,340,13
0004bf8d,200665,200865,13,3,200,13
0004e200,200565,200905,5,3,340,13
0002f12a,200745,200915,3,1,170,13
00047509,200665,200965,15,3,300,13
0004e4b7,200565,201005,9,3,440,13
00016c50,200715,201015,8,0,300,13
00039676,200625,201065,6,2,440,13
00047d2d,300435,300655,0,3,220,13
0002d22d,300535,300785,6,1,250,13
00014f7c,300555,300815,3,0,260,13
0002202f,300565,300855,12,1,290,13
00025cfe,300565,300955,6,1,390,13
00015659,300645,301035,10,0,390,13
000280bb,300755,301055,10,1,300,13
00043c91,300955,301055,12,3,100,13
00026737,300675,301095,11,1,420,13
00045d91,300825,301095,15,3,270,13
0004cd8a,300525,301135,7,3,610,13
00031a7f,300875,301205,5,2,330,13
0002d512,301195,301235,4,1,40,13
0001038a,300905,301315,13,0,410,13
0002d512,301195,301335,4,1,140,13
0004c532,300785,301335,6,3,550,13
00010cf5,301105,301415,8,0,310,13
0001879b,301265,301725,11,0,460,13
00014a47,165,425,8,0,260,13
00025408,100225,100265,1,1,40,13
00017074,100235,100455,6,0,220,13
000328c0,100235,100455,14,2,220,13
0002d4c3,200305,200385,2,1,80,13
0001e818,200365,200405,0,0,40,13
00044fd3,200455,200575,13,3,120,13
0001a965,200495,200835,13,0,340,13
0004bf8d,200665,200865,13,3,200,13
0004e200,200565,200905,5,3,340,13
0002f12a,200745,200915,3,1,170,13
00047509,200665,200965,15,3,300,13
0004e4b7,200565,201005,9,3,440,13
00016c50,200715,201015,8,0,300,13
00039676,200625,201065,6,2,440,13
00047d2d,300435,300655,0,3,220,13
0002d22d,300535,300785,6,1,250,13
00014f7c,300555,300815,3,0,260,13
0002202f,300565,300855,12,1,290,13
00025cfe,300565,300955,6,1,390,13
00015659,300645,301035,10,0,390,13
000280bb,300755,301055,10,1,300,13
00043c91,300955,301055,12,3,100,13
00026737,300675,301095,11,1,420,13
00045d91,300825,301095,15,3,270,13
0004cd8a,300525,301135,7,3,610,13
00031a7f,300875,301205,5,2,330,13
0002d512,301195,301235,4,1,40,13
0001038a,300905,301315,13,0,410,13
0002d512,301195,301335,4,1,140,13
0004c532,300785,301335,6,3,550,13
00010cf5,301105,301415,8,0,310,13
0001879b,301265,301725,11,0,460,13
000360ab,400715,400755,2,2,40,13
0002546f,400685,400825,12,1,140,13
0001ac13,400585,400895,9,0,310,13
0001fc48,400745,400935,6,0,190,13
0004a651,400905,400985,3,3,80,13
0001fc48,400745,401035,6,0,290,13
000370c9,400825,401055,14,2,230,13
00048076,400505,401065,7,3,560,13
0001a58e,401055,401175,1,0,120,13
00018e5e,400995,401265,3,0,270,13
000148ae,401055,401365,12,0,310,13
0001978c,401365,401445,4,0,80,13
